,essay_id,essay_set,essay,final_score,clean_essay,char_count,word_count,sent_count,avg_word_len,spell_err_count
83,84,1,I think computers help people out because you can learn about at here thing like you want a job you can look it up in the computers. Also you have a problem they will help you out. you what to go some where you could go and be on the computer and look how it is and you like it you could go not look some where else you what to go. I think it a great thing you look for people in the computer because you could talk to them and see them it realy cool. You can look for coltures in your computer what you want to learn. Like you have a favert person you what to know about you can look it up in the computer and she videos or you can look up different sites it really cool. There games you can play online there alot of game and fun game learning games. Math game science game different games you what. Also you can us othere people that are planing the game game as you. It realy cool. I think the computer isn't bad for people computer help them a lot.,4,I think computers help people learn thing like want job look computers  Also problem help  go could go computer look like could go look else go  I think great thing look people computer could talk see realy cool  You look coltures computer want learn  Like favert person know look computer videos look different sites really cool  There games play online alot game fun game learning games  Math game science game different games  Also us othere people planing game game  It realy cool  I think computer nt bad people computer help lot ,747,196,11,3.811224489795918,168
84,85,1,"Dear local newspaper, Computers are they a good benifit for society or a bad benifit for society? What do you think would you enjoy always being on the computer? I wouldn't, so this is why I believe that computers have a negative impact on society. First reason why I think computers have a negative impact is because you can become addicted to always having to be on the computer. Becoming addicted to the computer leads to serious consequences. For example you spend less time exercising and that isn't healthy for your body physically. Not exercising leads to many things like being over weight, health problems, diseases like dieabeties, and many other things, but usually these are the main problems. You can aviode this by turning of the computer and just go for a small walk, but because of what computers have to offer now these day people want do this. Thats one reason why computers have a negative impact on the society. Another reason for why computers have a negative impact on society is because you won't spend as much time with your friends and family. Even if you don't know this if you spend more time on the computer than with your family and friends this affects them in many ways. They can feel dissapointed worried about you, even concerned. When you are always on the computer you're ignoring your family and this hurts them emotionally. Think about how would you feel if you had a best friend you always hung out with. You two did everthing together, and the all of a sudden your best friend suddenly stops calling you; or visiting you and hanging out with you. You would feel dissapointed because you loss your best friend over a computer. These things can happen if you go overboard when using the computer. This is why is think computers don't do good they do more harm in my personal opinion. The final reason why I say that computers aren't way good is for a main reason safty. Those days computers have all the websites like twitter, and others. There are so many kids who chat with people they don't even know. Also they're posting pictures of themselves without even thinking that this is a dangerous thing to do. Once you post those pictures they will always be there no matter if you even try to delete them. Another thing when you're on the computer people don't even think about their safty and thats how things happen. For example you can think you're talking to a friend but as it turns out you were talking to some stranger. Then you go meet up with your friend when it really wasn't. So you see safty is a real big problem with these computers. That's why I believe computers have a really negative impact on society. As a result, do you still believe that computers are a good beifit for society or bad beifit? My opinion stillis the same and I'm sure that there are others who believe the same. So this is why I think that computers are a bad benifit for society, and that computers can lead to more harm than do any good for people who use the computer.",8,Dear local newspaper  Computers good benifit society bad benifit society  What think would enjoy always computer  I would nt  I believe computers negative impact society  First reason I think computers negative impact become addicted always computer  Becoming addicted computer leads serious consequences  For example spend less time exercising nt healthy body physically  Not exercising leads many things like weight  health problems  diseases like dieabeties  many things  usually main problems  You aviode turning computer go small walk  computers offer day people want  Thats one reason computers negative impact society  Another reason computers negative impact society wo nt spend much time friends family  Even nt know spend time computer family friends affects many ways  They feel dissapointed worried  even concerned  When always computer re ignoring family hurts emotionally  Think would feel best friend always hung  You two everthing together  sudden best friend suddenly stops calling  visiting hanging  You would feel dissapointed loss best friend computer  These things happen go overboard using computer  This think computers nt good harm personal opinion  The final reason I say computers nt way good main reason safty  Those days computers websites like twitter  others  There many kids chat people nt even know  Also re posting pictures without even thinking dangerous thing  Once post pictures always matter even try delete  Another thing re computer people nt even think safty thats things happen  For example think re talking friend turns talking stranger  Then go meet friend really nt  So see safty real big problem computers  That s I believe computers really negative impact society  As result  still believe computers good beifit society bad beifit  My opinion stillis I m sure others believe  So I think computers bad benifit society  computers lead harm good people use computer ,2397,556,31,4.311151079136691,456
85,86,1,"Dear Newspaper, computers become more and more a part of everyday life people begin to question wether or not they have a positive impact on people. Computers are a technological wonder that has a positive effect on people. The world wide web, unlimited socialization and simulations are just a few of the benefits of computers. The internet provides acess to the world wide we. Infinite amounts of information can be found on your computer. ""@CAPS2 in almost everyday school rely on the internet to gain information stated education secretary, Also search engines provide acess to thousands of information loaded pages. In addition to unlimited information the web olds thousands of different web pages. With these people can learn about other peoples opinions or spend time playing games. The web is only one thing out of hundreds of great things about computers. Socialization is a huge of the moders life style. Web cames on computers allow people to talk with friends who live miles away. No longer will people have to take an airplane to talk with friends on the other side of the world. Also, instant messaging and email is the main comunication system for thousands of people. It is the most efficient way to talk to friends. In fact, I became re connected with a lot of people I didn't talked to in a long time by getting email. Every body loves taking with their friends and family and this is made easier by using computers. Simulations are a huge benifit of computers. Many simulation programs are used to help people in their lives. Many proffessions using simulations on computers to help learn hot to do their job nine out of ten medical schools have the use of surgery simulations part of their training course. Also, simulations and gaming on computers reveal interest for many people. I myself have a greater interest in history now after playing many historical themed computer games. Also many games and computer simulation have helped many people learn new things, are countless learning games and simulations that are acessable by computer. Simulations add huge benifets to owning a computer. technology advances people are opened up to many possibilities suck information via the web unlimited socialization and simulations. The benifits of computers are many and the problems few. So, how can you keep up in a world where computer users hold the advantage if you deny the benifits of computers? Computers affect people in a positive way.",6,Dear Newspaper  computers become part everyday life people begin question wether positive impact people  Computers technological wonder positive effect people  The world wide web  unlimited socialization simulations benefits computers  The internet provides acess world wide  Infinite amounts information found computer    CAPS almost everyday school rely internet gain information stated education secretary  Also search engines provide acess thousands information loaded pages  In addition unlimited information web olds thousands different web pages  With people learn peoples opinions spend time playing games  The web one thing hundreds great things computers  Socialization huge moders life style  Web cames computers allow people talk friends live miles away  No longer people take airplane talk friends side world  Also  instant messaging email main comunication system thousands people  It efficient way talk friends  In fact  I became connected lot people I nt talked long time getting email  Every body loves taking friends family made easier using computers  Simulations huge benifit computers  Many simulation programs used help people lives  Many proffessions using simulations computers help learn hot job nine ten medical schools use surgery simulations part training course  Also  simulations gaming computers reveal interest many people  I greater interest history playing many historical themed computer games  Also many games computer simulation helped many people learn new things  countless learning games simulations acessable computer  Simulations add huge benifets owning computer  technology advances people opened many possibilities suck information via web unlimited socialization simulations  The benifits computers many problems  So  keep world computer users hold advantage deny benifits computers  Computers affect people positive way ,2012,413,27,4.871670702179177,336
86,87,1,"Computers. One of the much enjoyed pieces of technology. But it is also one of the many distractions. Many people ponder if computers are really beneficial. I am one of those thinkers. I think that computers don't always benefit society. They have many, many distractions such as facebook, online games, and even inappropriate images and videos. If you really think of it, are computers as beneficial as we think? My friend, was just told about facebook, and got a membership. It just started out as a 'na big deal' kind of thing. She went online often, just to check on her status and if she had any messages in her inbox, and that's But then, she was full-blown addicted. She applied for the clubs and groups, and she started getting behind in school. She was obtaining a plethora of on most of her tests after not studying because she was on for almost six hours everyday. would come home and not even bother to do homework, but would just immediately go online. After one month of being a member, she was failing of her classes, and her mom took her computer priveleges away. See, she was distracted by one, little thing, and her whole life was almost destroyed. ""But, mom, i'm in the middle of a game! And I'm winning!"" says vistoriously. loves online games, and he wins almost of the time. But, that's not the point. He plays games the TIME. game playing gets in the way with the interaction of him and his family. He played eith his four year old sister, since she was two years old. his mother also often eats dinner alone. Sometimes, he even views inappropriate pictures when his mom is out shopping. When he's playing a game, a girl him, ""@CAPS5 at my pic. They're hot! and he looks at them. He thinks they're harmless but that's not what his mother thinks. his gaming has gotten in the way of his family and social life. most people think that computers are beneficial because you can find cool information. But, you can get kinds of information from books. Instead of typing '@ORGANIZATION1', you could just for it in a library. It takes less time, and you won't get carpal tunnel as easily. See? Computers aren't as beneficial as most think. There are kinds of distraction, and these are only a few.",8,Computers  One much enjoyed pieces technology  But also one many distractions  Many people ponder computers really beneficial  I one thinkers  I think computers nt always benefit society  They many  many distractions facebook  online games  even inappropriate images videos  If really think  computers beneficial think  My friend  told facebook  got membership  It started na big deal  kind thing  She went online often  check status messages inbox  s But  fullblown addicted  She applied clubs groups  started getting behind school  She obtaining plethora tests studying almost six hours everyday  would come home even bother homework  would immediately go online  After one month member  failing classes  mom took computer priveleges away  See  distracted one  little thing  whole life almost destroyed   But  mom  m middle game  And I m winning   says vistoriously  loves online games  wins almost time  But  s point  He plays games TIME  game playing gets way interaction family  He played eith four year old sister  since two years old  mother also often eats dinner alone  Sometimes  even views inappropriate pictures mom shopping  When s playing game  girl    CAPS pic  They re hot  looks  He thinks re harmless s mother thinks  gaming gotten way family social life  people think computers beneficial find cool information  But  get kinds information books  Instead typing   ORGANIZATION   could library  It takes less time  wo nt get carpal tunnel easily  See  Computers nt beneficial think  There kinds distraction  ,1729,409,38,4.227383863080685,359
87,88,1,"Dear Newspaper, ""@CAPS1 no!' I forgot the deffinition to this homework problem and I donï¿½t have my notes. Now, in this situation a computer would be very helpful to just type in the word and get a whole bunch of results. This is why I believe having access to a computer at all times is very helpfull because you can find information that you've been needing. You can get in touch with a friend if you need to or just to talk to lostly if you are just sitting around and having nothing to do you can just go on the computer and discover things you not have known. Having access to a computer is a real and very helpfull because if your just having a conversation with someone and you forget a name of an important fact you want to tell them, you can always just look it up. For me, a lot of the times I just need information about maybe a sports player of facts about a famous event. Since our technology is so up to date the computer is right there sitting with many of the helpfull facts we would like to know. Friends are a big part of my life and I love just to talk to them and see how they are doing. Again, our technology is so advanced now that there is a bunch of websites where we can talk and see how we are doing. A big reason why being able to talk to friends and family is helpful is for taking to people that are very far away and the ones you dont normally see. On a computer you can talk to people from not only all over the but even in other countrys! Finally, the times I find having a computer around me most helpfull is when I am just bored with nothing to do! I can just visit a whole bunch of educational websites on things I have learned in school or wanted to learn. On the internet there are many things to keep you occupied like games or ou can even watch movies from your home onto the computer! If you have a computer around your house you should not be bored because there is many things you can be doing or even learning! Having a computer around your house is so helpfull, you can have fun but your even learning how to be good with technology at the same time. Computers are the future and its a good one. So I suggest you pick one up and just have a blast, you wont be sorry.",7,Dear Newspaper    CAPS   I forgot deffinition homework problem I dont notes  Now  situation computer would helpful type word get whole bunch results  This I believe access computer times helpfull find information ve needing  You get touch friend need talk lostly sitting around nothing go computer discover things known  Having access computer real helpfull conversation someone forget name important fact want tell  always look  For  lot times I need information maybe sports player facts famous event  Since technology date computer right sitting many helpfull facts would like know  Friends big part life I love talk see  Again  technology advanced bunch websites talk see  A big reason able talk friends family helpful taking people far away ones dont normally see  On computer talk people even countrys  Finally  times I find computer around helpfull I bored nothing  I visit whole bunch educational websites things I learned school wanted learn  On internet many things keep occupied like games ou even watch movies home onto computer  If computer around house bored many things even learning  Having computer around house helpfull  fun even learning good technology time  Computers future good one  So I suggest pick one blast  wont sorry ,1740,440,19,3.9545454545454546,344
88,89,1,"Computers do benefit are society. They have changed the world alot. You can do many things on the internet. On the computer, you can chat with people everywhere. The computer helps the world. These are ways how computers do benefit our society. There are many things you can do on the internet. You can play games with people. You can talk to people on certain websites. You can look up vaction spots. If your tired of being home, then just go on the internet. These are things you can do on the internet. On the computer, there are many settings. Out of all of them, chatting is the best. You can be playing a game and still chat. If you chatting with someone, you can still chat with another person. You can chat with people from across the world. This is why chatting is the best setting. Computer helps the world in many ways. It helps kids if they need to research something. It helps the cops catch the bad people. The computer helps parents get from their children by vaction ads. This is has the computer helps the world. The computer does benifit our society. It has change the world. You can do many things on it. On the computer, you can chat with people from anywhere. The computer helps the world everyday. This is how the computer benifits our society.",4,Computers benefit society  They changed world alot  You many things internet  On computer  chat people everywhere  The computer helps world  These ways computers benefit society  There many things internet  You play games people  You talk people certain websites  You look vaction spots  If tired home  go internet  These things internet  On computer  many settings  Out  chatting best  You playing game still chat  If chatting someone  still chat another person  You chat people across world  This chatting best setting  Computer helps world many ways  It helps kids need research something  It helps cops catch bad people  The computer helps parents get children vaction ads  This computer helps world  The computer benifit society  It change world  You many things  On computer  chat people anywhere  The computer helps world everyday  This computer benifits society ,1000,232,29,4.310344827586207,181
89,90,1,"Dear and of the I think that computers are a good thing to use. I know that some people do use the computer instead of enjoying a or exercising, but not everyone does that, The computer is a good resource to invest time in. The effects computers have on people is good (for the most part). The statement is true, people that use the computer can talk with people online and get information quickly than the library. I believe that the effects a computer has on a person, are good effects. When people use a computer they can get information which for research and work (word) That's because, when your on a computer you can simply relax but get available amount of work done. You can also do things while your on the computer, hold your dog, hold your cat, eat, drink, text, call. It's very multi propose (use). But some computers is a bad thing because not how the very expensive and same dont have the money to buy a computer but if you do have, you because they're of people or example cheated and not a computer he could have good so rich and rumors because the computer is what he needs to be succesful with microsoft so computers are useful and the effect they have on people is a positive one.",5,Dear I think computers good thing use  I know people use computer instead enjoying exercising  everyone  The computer good resource invest time  The effects computers people good  part   The statement true  people use computer talk people online get information quickly library  I believe effects computer person  good effects  When people use computer get information research work  word  That s  computer simply relax get available amount work done  You also things computer  hold dog  hold cat  eat  drink  text  call  It s multi propose  use   But computers bad thing expensive dont money buy computer  re people example cheated computer could good rich rumors computer needs succesful microsoft computers useful effect people positive one ,947,227,9,4.171806167400881,181
90,91,1,"Dear Newspaper, I think computers are great. There really helpful. They can teach us about things. Also they have fun games and websites which is always a plus. Computers are helpful in lots of things, like if you need to look something up for school you can just easily go on the computer and find it also some teachers have websites now where insted of bringing a big social studies book home, you can go on the internet and use the online book. Did you know that of students rather use the internet book then taking the actual one home. Also if you forgot to write down your homework theres a website to lookup all the homework you have. Also computers can teach us things. There are websites that have math games and school related things. Also you can easilly go on google and look up things and they can give you thousands of information. Lastly the internet is a good source for fun they have millions of games on the internet and also fun websites like facebook. Did you know of students use the computer for the games and online talking. This also gives kids lots of things to do on a rainy day. So weither your using the internet for it's helpfulness its resources, or just for the fun games and websites. Computers are really helpful.",6,Dear Newspaper  I think computers great  There really helpful  They teach us things  Also fun games websites always plus  Computers helpful lots things  like need look something school easily go computer find also teachers websites insted bringing big social studies book home  go internet use online book  Did know students rather use internet book taking actual one home  Also forgot write homework theres website lookup homework  Also computers teach us things  There websites math games school related things  Also easilly go google look things give thousands information  Lastly internet good source fun millions games internet also fun websites like facebook  Did know students use computer games online talking  This also gives kids lots things rainy day  So weither using internet s helpfulness resources  fun games websites  Computers really helpful ,998,229,15,4.358078602620087,191
91,92,1,"Dear local Newspaper; you know that computers teach you to do many things? You probably do! I understand you would like to know my opinion on whether or not computers have a positive or negative effect on people. Well, I think that it has a positive effect. Computers teach you how to type and learn the moun keys. It also helps you to look things up like people, states, and etc. Lastly, it helps you to interact with other students when not in school. i encourage you to continue reading to hear my wonderful and strategic ideas. First of all, I think that computers have a positive effect on people because it gives you the learning skills to learn how to type I remember last year in grade, the tech ed teacher, ma told to go on a website that was all about learning how to type. It told us that the main keys were. A,@CAPS2,@CAPS3,@CAPS4 and and colon(;). It was very helpful. From then on I typed like that. I think that learning how to type is an excellent thing. Typing helps you if you want to become a secretary or even a newspaper editor. My mother is a secretary down town at the low form called: She works for three houses so she learned to type really fast. Typing is a big part of your life. You can use it for a project that you have to do for class, or an essay lthat you have to type to apply for a scholarship ro colege. Typing is used everywhere, even in math class my teacher types up things and pits them on the In addition, computers have a positive affect on people because they help look up famous people, states, countries, and etc. I remember on grade I a project on and in grade I a powerpoint on I've also done a project on in grade, I one on this year for music, and I'm beginning one on and As you can tell, I've been using a computer, basically my whole life, except when I was a baby, but now that I think about it, when a baby I got a little fake computer. i know computers are but they do have a positive effect on people. When was the last time you need a computer to help you look up something or someone? Priority not too long ago. Computers are the real dael. They can help you do anything. They've helped me my whole life. To be continued, computers have a positive effect on people. They help interact with other people students, and fa mily members, when not in contact. I remember when my cousin moved away. i was so sad. I didn't went her to leave. So then she gave me her email to contact her on the computer so I could talk to her. The computer has many websites where people can interact like: aol, msn, yahoo, g-mail, twitter, and many more. i like talking to people from all over the country. I talk to my friend when I'm at home. i talk to family members. My favorite website is I am a fanatic of it. It'@CAPS2 spo much fun. Do you have a favorite interaction website? you have any interaction websites? If you don't you should get one. This is why computers have a positive effect on people. In conclusion, i think that computers have a positive effect on people. One because they can interact with others. Two: they can look up things to help them. Three, they can develop a sense of typing. Thank you for reading my letter which I 'm sure has persuaded you to agree with me on how computers have a positive effect on people.",9,Dear local Newspaper  know computers teach many things  You probably  I understand would like know opinion whether computers positive negative effect people  Well  I think positive effect  Computers teach type learn moun keys  It also helps look things like people  states  etc  Lastly  helps interact students school  encourage continue reading hear wonderful strategic ideas  First  I think computers positive effect people gives learning skills learn type I remember last year grade  tech ed teacher  told go website learning type  It told us main keys  A   CAPS   CAPS   CAPS colon     It helpful  From I typed like  I think learning type excellent thing  Typing helps want become secretary even newspaper editor  My mother secretary town low form called  She works three houses learned type really fast  Typing big part life  You use project class  essay lthat type apply scholarship ro colege  Typing used everywhere  even math class teacher types things pits In addition  computers positive affect people help look famous people  states  countries  etc  I remember grade I project grade I powerpoint I ve also done project grade  I one year music  I m beginning one As tell  I ve using computer  basically whole life  except I baby  I think  baby I got little fake computer  know computers positive effect people  When last time need computer help look something someone  Priority long ago  Computers real dael  They help anything  They ve helped whole life  To continued  computers positive effect people  They help interact people students  fa mily members  contact  I remember cousin moved away  sad  I nt went leave  So gave email contact computer I could talk  The computer many websites people interact like  aol  msn  yahoo  gmail  twitter  many  like talking people country  I talk friend I m home  talk family members  My favorite website I fanatic  It   CAPS spo much fun  Do favorite interaction website  interaction websites  If nt get one  This computers positive effect people  In conclusion  think computers positive effect people  One interact others  Two  look things help  Three  develop sense typing  Thank reading letter I m sure persuaded agree computers positive effect people ,2551,638,47,3.998432601880878,523
92,93,1,"Readers of ""@LOCATION2 should be well informed of the benifets of computers to society. Not only do they teach hand-eye coordination, but they give people the ability to learn about faraway places and provide a means to easy, online communication. In this day and age, good coordination is esencial to prospering in society. Using computers provides a method of both establishing and improving hand-eye coordination from the comfort of your own household or workplace. Dr. of medical center, says that a recent study shows out of every computers users have better hand-eye coordination than people who do not operate on a computer regularly. In a local primary school, students have begun to ""@CAPS2 to learn"", a program that promotes quick typing. School officials have seen a dramatic increase in the typing speed of children since the program was started in In this way, the computer provides a secure route to better hand-eye coordination. Even more importantly, the hand-eye coordination gained from using a computer can increase the chances of getting a job involving computer hand-eye coordination as an adult such as the position of a secretary or grafic designer. While hand-eye coordination is a factor of computers that has an extremely positive effect on people, the ability to learn about distant places with the touch of a keyboard is even more benificial towards all users. Website such as google and yahoo can track down millions of results in a matter of seconds if you search the name of a city or country. This can be handy when working on school projects as well; instead of having to lug tens of books home to finish an essay on you can simply look up the information on a computer at your house. When summertime comes around, and the last school bell rings, you can instead research faraway places that could turn into vacation spots instead of homework assignments. All of the travel information from plane tickets to the right currency is at your fingertips on a computer. If ""@LOCATION2 readers were aware of this, lots of trouble would be prevented and lots of time would be saved. The one component of computers that is used even more than research is online communication. State officials, governers, and even the president can post messages on websites for citizens to view while they check the weather or their email. This is a much easier way to hear goverment statements than waiting through endless commercials to hear speeches on the Social networking sites are also immensly popular, and on pages like facebook and twitter you can reconnect with people who you don't have the chance to see everyday, or don't lie relative vincinity. If your cousin is going to school abroad, and did not have access to an international phone, you could communicate with them through email on the computer, and it would be as if they never left. It is ridiculous to think that someone could find computers - the gateway to faraway places, good hand-eye coordination, and the connection ten distant friends and family - a concern to society. They help town in countless ways and ""@CAPS5 readers should be aware of this.",9,Readers   LOCATION well informed benifets computers society  Not teach handeye coordination  give people ability learn faraway places provide means easy  online communication  In day age  good coordination esencial prospering society  Using computers provides method establishing improving handeye coordination comfort household workplace  Dr medical center  says recent study shows every computers users better handeye coordination people operate computer regularly  In local primary school  students begun   CAPS learn   program promotes quick typing  School officials seen dramatic increase typing speed children since program started In way  computer provides secure route better handeye coordination  Even importantly  handeye coordination gained using computer increase chances getting job involving computer handeye coordination adult position secretary grafic designer  While handeye coordination factor computers extremely positive effect people  ability learn distant places touch keyboard even benificial towards users  Website google yahoo track millions results matter seconds search name city country  This handy working school projects well  instead lug tens books home finish essay simply look information computer house  When summertime comes around  last school bell rings  instead research faraway places could turn vacation spots instead homework assignments  All travel information plane tickets right currency fingertips computer  If   LOCATION readers aware  lots trouble would prevented lots time would saved  The one component computers used even research online communication  State officials  governers  even president post messages websites citizens view check weather email  This much easier way hear goverment statements waiting endless commercials hear speeches Social networking sites also immensly popular  pages like facebook twitter reconnect people nt chance see everyday  nt lie relative vincinity  If cousin going school abroad  access international phone  could communicate email computer  would never left  It ridiculous think someone could find computers  gateway faraway places  good handeye coordination  connection ten distant friends family  concern society  They help town countless ways   CAPS readers aware ,2543,537,20,4.735567970204841,423
93,94,1,"Dear Newspaper people, I'm here to tell you that computers have a bad effect on people. The computer hold lots of information but does it always hold the right information? You could do lots of other stuff than lay on the computer. Also, the computer is very distracting. The computer give you the wrong info. Instead of going through the process of turning on your computer, search for the info and turn it off takes more time than find a book, open it, find the info close it and put it back. Books more often are correct. Computers take time to find into than a book. Computers give you too much information than a book. There's plenty of other stuff to do than play on the computer. You could read a book or draw. You could also play outside and shoot hoops or ride your bike. You can call up your friends and play with them. If you're really bored and you don't know what to do, make up a game. At times, computers could distract you. If you want to get homework done and you have a computer, it gets you off topic. If you're at work with a computer, it's tempting. Even other people on computers is distracting. if you're working on the computer, it does not take much to to take the thing you need to search like and change it to something you want to search like company. See what I mean by a negative effect? It doesn't give you the right info always, you could do better things in life and is very distracting. It is what makes the workers to the procrastinators and the fit to the lazy. Computers have entered our world and have altered all of our lives! Computers have made a big change to everyday life. Please agree with me.",6,Dear Newspaper people  I m tell computers bad effect people  The computer hold lots information always hold right information  You could lots stuff lay computer  Also  computer distracting  The computer give wrong info  Instead going process turning computer  search info turn takes time find book  open  find info close put back  Books often correct  Computers take time find book  Computers give much information book  There s plenty stuff play computer  You could read book draw  You could also play outside shoot hoops ride bike  You call friends play  If re really bored nt know  make game  At times  computers could distract  If want get homework done computer  gets topic  If re work computer  s tempting  Even people computers distracting  re working computer  take much take thing need search like change something want search like company  See I mean negative effect  It nt give right info always  could better things life distracting  It makes workers procrastinators fit lazy  Computers entered world altered lives  Computers made big change everyday life  Please agree ,1286,317,25,4.056782334384858,253
94,95,1,"Although some people believe that computers turn us children into zombies, I believe that they effect us in a posotive way. Computers can help us explore far away places that we never go to. Maybe help us connect with an old friend or just a little help on homeworks. One reason why I think computers are only helping us is they help us explore othe places. I know for a fact that every kid dreams of a place that they would love to visit. But not at all of us can afford to travel far away. Most families however, do have computers. With these computers, kids with a parents permission, can use the internet to learn tons of cool facts about their place. ""I have always wanted to go to but my parents just don't have the proper incomg"" said of school I used my and the internet to discover. HUNDREDS of amazing facts on it."" as you can see computers can help people realize their dreams. Another reason why I think computers are good is they help you connect with friends. If you are like me, you like to talk to your friends. A But sometimes they are too far away to call if you don't want to pay for it. A solution a new wonderful machine called. The You can chat long distances without being for it. This is especially good for me because not too long ago, one of my best friends moved away to I thoughy I would never talk to him again. Then I learned about It allows you to talk whenever you want, whenever you want! Now, me and my friend can stay in touch and can you! My finale reason as to why I think computers are good is they can help you on homework too. Even have a tricky math problem you couldn't figure out? How about the capital of a state that visit, slipped your mined? Well the can solve both of those problems and more! of computers these days come with soft wear in them that comes with a calculator. For the other you can download and install softwear onto your for a low price. And every made in this world has internet capabilities. All's you need to do is it on and get ready for a ride! don'y worry about too much use, because computers can only help us not hurt us. remember, computers help us live our dreams to the full extent. they also help us connect with no another, and help us excel in school. get on, and get goin. Have you used your today?",8,Although people believe computers turn us children zombies  I believe effect us posotive way  Computers help us explore far away places never go  Maybe help us connect old friend little help homeworks  One reason I think computers helping us help us explore othe places  I know fact every kid dreams place would love visit  But us afford travel far away  Most families however  computers  With computers  kids parents permission  use internet learn tons cool facts place   I always wanted go parents nt proper incomg  said school I used internet discover  HUNDREDS amazing facts   see computers help people realize dreams  Another reason I think computers good help connect friends  If like  like talk friends  A But sometimes far away call nt want pay  A solution new wonderful machine called  The You chat long distances without  This especially good long ago  one best friends moved away I thoughy I would never talk  Then I learned It allows talk whenever want  whenever want  Now  friend stay touch  My finale reason I think computers good help homework  Even tricky math problem could nt figure  How capital state visit  slipped mined  Well solve problems  computers days come soft wear comes calculator  For download install softwear onto low price  And every made world internet capabilities  All s need get ready ride   worry much use  computers help us hurt us  remember  computers help us live dreams full extent  also help us connect another  help us excel school  get  get goin  Have used today ,1787,443,32,4.033860045146727,373
95,96,1,"The use of computers is definetly correct. It is helpful, you can discover new things and much more. Computers makes peoples lives just so much simpler. Computers can help people in magnificent ways by looking for things you despretly need. Like if you were a student and you had to write a paper on The computer has internet and that like billions of facts and much more information about every thing. It can be helpful also by looking up the wheather, the new, even things that are happening around the world and even answering questions you have. Discovering things on the computer is something that happens every day. For example I read an article about the and the the next day my teachers gave us a pop quiz on that and I got If a computer can get somebad a on their test think of what else it could do for the world. It might even help sae lives. Of course a computer can be helpful. In way like cheeking the score from yesterdays game, see whats going on in your community, watch videoes, hear music, talk to your friends, relatives get information on places, medical stuff. A computer can basicly do every thing from looking up the games scores to saving a life. The use of computers is, obviously the best dicision.",5,The use computers definetly correct  It helpful  discover new things much  Computers makes peoples lives much simpler  Computers help people magnificent ways looking things despretly need  Like student write paper The computer internet like billions facts much information every thing  It helpful also looking wheather  new  even things happening around world even answering questions  Discovering things computer something happens every day  For example I read article next day teachers gave us pop quiz I got If computer get somebad test think else could world  It might even help sae lives  Of course computer helpful  In way like cheeking score yesterdays game  see whats going community  watch videoes  hear music  talk friends  relatives get information places  medical stuff  A computer basicly every thing looking games scores saving life  The use computers  obviously best dicision ,980,223,13,4.394618834080718,177
96,97,1,"Dear Local I think computers benefit society greaty. Most of what we do today could not happen without computers. The biggest use of computers is comunication. If you're in on a buisnoss trip but need to send a letter to your company, you can send an emil which is much less expensive than paying for as piece of The experts concerns that people aren't spending enough time with family and friends is a point. Many people cominucate with family and friends through computers. I would hardely yet to talk to my cousin if I couldn't go on facebook. I would have had to wait another month to find out my other cousin was engaged if I didn't follow her on If the concern is face to face contact, the computer has a cure for that, too, a video messaging site called ooVoo. Another way computers allow comunication is through the shareing of information. Many facts needed for school are spread out in hundreds of books. Over the I've done research for a project and have been able to get facts from the and about crime stats. Many times researching an animal will take you online because more modern books note good website to travel to for more information. Without the a simple reasearch project could take for months. Some scientists think people are spending too much time on the computer. This both right and wrong. Sitting at a computer watching youtube for hours is not nessasarily the best thing. However, the is also for computer. The has designed a game so that you can have fun while getting excersize. Computers are like chocolate. They can be good, but too much is a bad thing.",6,Dear Local I think computers benefit society greaty  Most today could happen without computers  The biggest use computers comunication  If re buisnoss trip need send letter company  send emil much less expensive paying piece The experts concerns people nt spending enough time family friends point  Many people cominucate family friends computers  I would hardely yet talk cousin I could nt go facebook  I would wait another month find cousin engaged I nt follow If concern face face contact  computer cure   video messaging site called ooVoo  Another way computers allow comunication shareing information  Many facts needed school spread hundreds books  Over I ve done research project able get facts crime stats  Many times researching animal take online modern books note good website travel information  Without simple reasearch project could take months  Some scientists think people spending much time computer  This right wrong  Sitting computer watching youtube hours nessasarily best thing  However  also computer  The designed game fun getting excersize  Computers like chocolate  They good  much bad thing ,1272,289,19,4.401384083044983,237
